EXIST2021	006978	non-sexist
EXIST2021	006979	misogyny-non-sexual-violence
EXIST2021	006980	ideological-inequality
EXIST2021	006981	ideological-inequality
EXIST2021	006982	non-sexist
EXIST2021	006983	non-sexist
EXIST2021	006984	misogyny-non-sexual-violence
EXIST2021	006985	stereotyping-dominance
EXIST2021	006986	sexual-violence
EXIST2021	006987	non-sexist
EXIST2021	006988	misogyny-non-sexual-violence
EXIST2021	006989	sexual-violence
EXIST2021	006990	stereotyping-dominance
EXIST2021	006991	sexual-violence
EXIST2021	006992	sexual-violence
EXIST2021	006993	objectification
EXIST2021	006994	non-sexist
EXIST2021	006995	sexual-violence
EXIST2021	006996	ideological-inequality
EXIST2021	006997	non-sexist
EXIST2021	006998	ideological-inequality
EXIST2021	006999	misogyny-non-sexual-violence
EXIST2021	007000	ideological-inequality
EXIST2021	007001	non-sexist
EXIST2021	007002	non-sexist
EXIST2021	007003	stereotyping-dominance
EXIST2021	007004	sexual-violence
EXIST2021	007005	stereotyping-dominance
EXIST2021	007006	sexual-violence
EXIST2021	007007	ideological-inequality
EXIST2021	007008	sexual-violence
EXIST2021	007009	misogyny-non-sexual-violence
EXIST2021	007010	stereotyping-dominance
EXIST2021	007011	non-sexist
EXIST2021	007012	non-sexist
EXIST2021	007013	stereotyping-dominance
EXIST2021	007014	non-sexist
EXIST2021	007015	misogyny-non-sexual-violence
EXIST2021	007016	misogyny-non-sexual-violence
EXIST2021	007017	ideological-inequality
EXIST2021	007018	sexual-violence
EXIST2021	007019	misogyny-non-sexual-violence
EXIST2021	007020	non-sexist
EXIST2021	007021	ideological-inequality
EXIST2021	007022	non-sexist
EXIST2021	007023	objectification
EXIST2021	007024	stereotyping-dominance
EXIST2021	007025	stereotyping-dominance
EXIST2021	007026	sexual-violence
EXIST2021	007027	non-sexist
EXIST2021	007028	non-sexist
EXIST2021	007029	misogyny-non-sexual-violence
EXIST2021	007030	sexual-violence
EXIST2021	007031	sexual-violence
EXIST2021	007032	ideological-inequality
EXIST2021	007033	non-sexist
EXIST2021	007034	sexual-violence
EXIST2021	007035	non-sexist
EXIST2021	007036	stereotyping-dominance
EXIST2021	007037	ideological-inequality
EXIST2021	007038	non-sexist
EXIST2021	007039	objectification
EXIST2021	007040	misogyny-non-sexual-violence
EXIST2021	007041	stereotyping-dominance
EXIST2021	007042	sexual-violence
EXIST2021	007043	stereotyping-dominance
EXIST2021	007044	non-sexist
EXIST2021	007045	non-sexist
EXIST2021	007046	stereotyping-dominance
EXIST2021	007047	sexual-violence
EXIST2021	007048	misogyny-non-sexual-violence
EXIST2021	007049	objectification
EXIST2021	007050	non-sexist
EXIST2021	007051	objectification
EXIST2021	007052	non-sexist
EXIST2021	007053	stereotyping-dominance
EXIST2021	007054	ideological-inequality
EXIST2021	007055	sexual-violence
EXIST2021	007056	non-sexist
EXIST2021	007057	non-sexist
EXIST2021	007058	non-sexist
EXIST2021	007059	sexual-violence
EXIST2021	007060	sexual-violence
EXIST2021	007061	stereotyping-dominance
EXIST2021	007062	misogyny-non-sexual-violence
EXIST2021	007063	objectification
EXIST2021	007064	misogyny-non-sexual-violence
EXIST2021	007065	sexual-violence
EXIST2021	007066	objectification
EXIST2021	007067	sexual-violence
EXIST2021	007068	sexual-violence
EXIST2021	007069	ideological-inequality
EXIST2021	007070	sexual-violence
EXIST2021	007071	non-sexist
EXIST2021	007072	sexual-violence
EXIST2021	007073	ideological-inequality
EXIST2021	007074	objectification
EXIST2021	007075	non-sexist
EXIST2021	007076	non-sexist
EXIST2021	007077	misogyny-non-sexual-violence
EXIST2021	007078	objectification
EXIST2021	007079	objectification
EXIST2021	007080	objectification
EXIST2021	007081	stereotyping-dominance
EXIST2021	007082	objectification
EXIST2021	007083	ideological-inequality
EXIST2021	007084	objectification
EXIST2021	007085	stereotyping-dominance
EXIST2021	007086	misogyny-non-sexual-violence
EXIST2021	007087	misogyny-non-sexual-violence
EXIST2021	007088	stereotyping-dominance
EXIST2021	007089	misogyny-non-sexual-violence
EXIST2021	007090	stereotyping-dominance
EXIST2021	007091	ideological-inequality
EXIST2021	007092	stereotyping-dominance
EXIST2021	007093	ideological-inequality
EXIST2021	007094	misogyny-non-sexual-violence
EXIST2021	007095	stereotyping-dominance
EXIST2021	007096	non-sexist
EXIST2021	007097	sexual-violence
EXIST2021	007098	ideological-inequality
EXIST2021	007099	stereotyping-dominance
EXIST2021	007100	sexual-violence
EXIST2021	007101	non-sexist
EXIST2021	007102	objectification
EXIST2021	007103	misogyny-non-sexual-violence
EXIST2021	007104	objectification
EXIST2021	007105	non-sexist
EXIST2021	007106	ideological-inequality
EXIST2021	007107	non-sexist
EXIST2021	007108	stereotyping-dominance
EXIST2021	007109	sexual-violence
EXIST2021	007110	ideological-inequality
EXIST2021	007111	misogyny-non-sexual-violence
EXIST2021	007112	non-sexist
EXIST2021	007113	non-sexist
EXIST2021	007114	misogyny-non-sexual-violence
EXIST2021	007115	non-sexist
EXIST2021	007116	objectification
EXIST2021	007117	objectification
EXIST2021	007118	sexual-violence
EXIST2021	007119	ideological-inequality
EXIST2021	007120	stereotyping-dominance
EXIST2021	007121	non-sexist
EXIST2021	007122	ideological-inequality
EXIST2021	007123	stereotyping-dominance
EXIST2021	007124	non-sexist
EXIST2021	007125	non-sexist
EXIST2021	007126	non-sexist
EXIST2021	007127	ideological-inequality
EXIST2021	007128	objectification
EXIST2021	007129	ideological-inequality
EXIST2021	007130	sexual-violence
EXIST2021	007131	ideological-inequality
EXIST2021	007132	objectification
EXIST2021	007133	ideological-inequality
EXIST2021	007134	stereotyping-dominance
EXIST2021	007135	non-sexist
EXIST2021	007136	stereotyping-dominance
EXIST2021	007137	misogyny-non-sexual-violence
EXIST2021	007138	objectification
EXIST2021	007139	misogyny-non-sexual-violence
EXIST2021	007140	ideological-inequality
EXIST2021	007141	non-sexist
EXIST2021	007142	ideological-inequality
EXIST2021	007143	non-sexist
EXIST2021	007144	non-sexist
EXIST2021	007145	objectification
EXIST2021	007146	non-sexist
EXIST2021	007147	ideological-inequality
EXIST2021	007148	misogyny-non-sexual-violence
EXIST2021	007149	non-sexist
EXIST2021	007150	objectification
EXIST2021	007151	non-sexist
EXIST2021	007152	misogyny-non-sexual-violence
EXIST2021	007153	ideological-inequality
EXIST2021	007154	sexual-violence
EXIST2021	007155	sexual-violence
EXIST2021	007156	ideological-inequality
EXIST2021	007157	non-sexist
EXIST2021	007158	sexual-violence
EXIST2021	007159	ideological-inequality
EXIST2021	007160	stereotyping-dominance
EXIST2021	007161	non-sexist
EXIST2021	007162	non-sexist
EXIST2021	007163	non-sexist
EXIST2021	007164	misogyny-non-sexual-violence
EXIST2021	007165	sexual-violence
EXIST2021	007166	misogyny-non-sexual-violence
EXIST2021	007167	sexual-violence
EXIST2021	007168	stereotyping-dominance
EXIST2021	007169	objectification
EXIST2021	007170	non-sexist
EXIST2021	007171	non-sexist
EXIST2021	007172	non-sexist
EXIST2021	007173	stereotyping-dominance
EXIST2021	007174	objectification
EXIST2021	007175	sexual-violence
EXIST2021	007176	ideological-inequality
EXIST2021	007177	stereotyping-dominance
EXIST2021	007178	misogyny-non-sexual-violence
EXIST2021	007179	ideological-inequality
EXIST2021	007180	sexual-violence
EXIST2021	007181	non-sexist
EXIST2021	007182	stereotyping-dominance
EXIST2021	007183	ideological-inequality
EXIST2021	007184	non-sexist
EXIST2021	007185	stereotyping-dominance
EXIST2021	007186	stereotyping-dominance
EXIST2021	007187	non-sexist
EXIST2021	007188	misogyny-non-sexual-violence
EXIST2021	007189	ideological-inequality
EXIST2021	007190	misogyny-non-sexual-violence
EXIST2021	007191	ideological-inequality
EXIST2021	007192	ideological-inequality
